report_number,driver_at_fault,speed_limit,vehicle_year
MCP12210024,Yes,25,2015
MCP2845001S,Yes,30,2014
MCP2845001S,No,35,2012
MCP29390012,Yes,25,2007
MCP29390011,Yes,50,2008
EJ7846001B,Yes,25,2003
MCP3000000Q,No,45,1996
MCP3000000Q,Yes,45,2010
MCP3000000Q,No,45,2009
MCP3009000C,Yes,5,0
MCP2437001M,Yes,30,2015
MCP2437001M,No,30,2011
MCP27960038,Yes,0,2015
MCP2851001P,Yes,40,2013
MCP2851001P,No,40,2003
MCP2963000G,Yes,30,2009
MCP2963000G,No,30,1999
MCP2963000G,No,30,2011
MCP0487000T,Yes,25,2008
MCP26390018,No,35,2012
MCP26390018,No,35,2006
MCP26390018,Yes,35,2008
MCP28670024,Yes,40,2012
MCP2821000V,Yes,50,2015
MCP27570014,Yes,45,2008
MCP2826000X,Yes,15,2004
MCP2826000X,No,15,2005
MCP2586001R,No,40,2011
MCP2586001R,Yes,40,2005
EJ7855000Y,Yes,50,2011
EJ7855000Y,No,50,2012
MCP2966001W,Yes,45,2016
MCP28980019,Yes,40,2008
MCP26710011,Yes,35,2004
MCP26710011,Yes,35,2007
MCP2824001W,No,35,2011
MCP2824001W,Yes,35,2008
DM84390012,Yes,10,1997
MCP2754000M,No,40,2012
MCP2754000M,Yes,40,2003
MCP2893001X,Yes,30,2015
MCP2864001Q,No,50,2014
MCP2864001Q,Yes,50,2008
MCP2864001Q,No,50,2008
DM8423000V,Yes,0,2015
MCP2263000S,Yes,15,2013
MCP2263000S,No,15,2012
MCP2987000N,No,40,2011
MCP2987000N,Yes,40,0
MCP3006000T,No,35,2003
MCP3006000T,Yes,35,2001
MCP2785001C,Unknown,5,2002
DD5538001D,No,40,2007
DD5538001D,Yes,40,2015
MCP3005000S,No,25,2004
MCP2846001R,Yes,40,2013
MCP2846001R,No,40,2005
MCP2970001M,No,35,2001
HA23680008,Yes,30,2008
DD56050029,Yes,40,2009
MCP2722001L,No,25,2007
MCP2722001L,Yes,25,2016
MCP2789002G,Yes,35,2012
MCP26790019,Yes,30,2015
MCP2799001H,Yes,25,2009
MCP29750013,Yes,40,2004
MCP15310004,No,25,2012
MCP15310004,Yes,25,1996
MCP27720011,Yes,25,2011
MCP27720011,No,30,2004
MCP2821000T,Yes,55,2006
MCP2821000T,No,55,2011
MCP2653000W,No,40,2005
MCP2653000W,Yes,40,2003
MCP26780012,Yes,15,2015
MCP26780012,No,15,2014
MCP2437001L,Yes,30,2014
MCP29460019,No,40,2004
MCP29460019,Yes,40,2015
MCP2773001R,No,5,2005
MCP2773001R,Yes,5,2005
MCP2773001R,No,5,2013
MCP2773001R,Yes,5,2012
MCP2773001R,No,5,1995
HA24140007,No,35,2008
HA24140007,Yes,35,2013
MCP1554001B,Yes,45,1983
MCP1554001B,No,45,2013
DD55630009,Yes,25,2001
DD55630009,No,25,2015
MCP2717005C,Yes,35,2015
MCP2717005C,No,35,2015
MCP2964001F,No,40,2005
MCP2964001F,Yes,40,2006
MCP2964001F,No,40,2008
MCP2504001C,No,40,2011
MCP2504001C,Yes,40,2015
MCP3016000Q,No,10,2003
MCP3016000Q,Yes,10,2003
DD5616000X,No,30,2012
DD5616000X,Yes,30,2013
DD5616000X,No,30,2011
MCP2162001J,Yes,30,2002
MCP2162001J,No,30,1993
MCP2780001Q,Yes,15,2012
MCP27960037,No,25,2015
MCP27960037,Yes,25,2006
MCP2246000Y,Yes,30,2012
MCP2246000Y,No,30,2014
MCP08990015,Yes,25,2015
MCP08990015,No,25,2006
MCP1235000L,Yes,25,2012
MCP1235000L,No,25,2013
MCP9147000N,Yes,25,1998
MCP1022004L,Yes,40,2000
MCP1022004L,No,40,2005
MCP1022004K,Yes,40,2015
MCP1022004K,No,40,2010
MCP2894001Z,No,40,2001
MCP2894001Z,Yes,40,2005
MCP28910025,Yes,35,1996
MCP28910025,No,35,2009
MCP28910025,No,35,1998
MCP28910025,No,35,2014
MCP1048001J,Yes,35,2004
MCP1048001J,No,30,2005
MCP1048001J,No,30,2001
MCP93860035,Yes,25,2011
MCP1048001H,No,30,2001
MCP1048001H,Yes,30,0
MCP29600010,Yes,30,2008
MCP14530031,Yes,25,2009
MCP0617000C,Yes,40,2004
MCP2039001J,Yes,45,2007
MCP2039001J,No,45,2013
MCP2039001J,No,45,2015
MCP29390010,Yes,40,2013
MCP9399000M,Yes,30,2008
MCP2718001V,No,25,2008
MCP2718001V,Yes,25,2013
DD5600000Q,Yes,5,2009
MCP2897000T,Yes,40,2006
MCP2897000T,No,40,2012
MCP2738001D,No,50,2013
MCP2738001D,Yes,50,2003
MCP2738001D,No,50,2002
MCP26330010,Yes,25,2010
MCP26330010,No,25,2011
MCP2607001H,Yes,25,2002
MCP20080022,Yes,0,2007
MCP1563002D,No,30,2008
MCP1563002D,Yes,30,2010
MCP1512000P,No,35,2004
MCP1512000P,Yes,35,1996
MCP1119002C,Unknown,30,2006
MCP1119002C,Unknown,30,2014
MCP1475000S,Yes,35,2003
MCP1475000S,No,35,2010
MCP27520018,No,35,2011
MCP27520018,Yes,35,2003
MCP2933000Z,Yes,45,1997
MCP2933000Z,No,45,2016
MCP2665001F,Yes,40,2001
MCP2665001F,No,40,2008
MCP9406000N,No,35,2011
MCP9406000N,Yes,35,0
MCP23580021,Unknown,25,2004
MCP23580021,Unknown,25,2015
MCP0036003X,Yes,15,2012
MCP21160043,No,35,2014
MCP21160043,Yes,35,2005
DD5603002R,Yes,25,2012
DD5603002R,No,25,2012
MCP14650023,No,40,1989
MCP14650023,Yes,40,2006
MCP2947001K,Yes,0,2010
MCP2191000W,No,35,2012
MCP2191000W,No,35,2012
MCP2191000W,Yes,35,1997
MCP2212001N,Yes,40,2010
MCP2212001N,No,40,2010
DD5595002G,No,35,2007
DD5595002G,Yes,35,2006
DD5595002G,No,35,2013
MCP12050020,Yes,25,2008
MCP12050020,No,25,2013
MCP3012000T,No,50,2013
MCP3012000T,Yes,50,2005
MCP3012000T,No,50,2012
MCP2947001J,Yes,45,1998
MCP2947001J,No,45,2010
MCP26570011,Yes,25,0
MCP29280014,Yes,30,1997
MCP29280014,No,35,2009
MCP29280014,No,30,2001
MCP3002000K,Yes,30,2007
MCP3002000K,No,45,2010
MCP3002000J,Yes,30,2001
MCP2984000L,Yes,30,2016
MCP2984000L,No,30,2015
MCP2298008B,No,30,2013
MCP2298008B,Yes,30,2014
MCP2853001P,Yes,10,0
MCP23110028,No,25,2011
MCP23110028,Yes,25,2007
MCP2617001R,Yes,30,2001
MCP2617001R,Yes,30,2014
MCP2720001Y,No,50,2000
MCP2720001Y,Yes,50,1994
MCP1550001Z,No,25,2010
MCP1550001Z,Yes,25,2012
MCP22980089,Yes,40,2013
MCP22980089,No,40,2014
MCP2411000F,No,40,2012
MCP2411000F,Yes,40,2013
MCP23110027,Yes,30,2004
MCP23110027,No,30,2012
MCP21160042,Yes,30,2013
MCP21160042,No,30,2008
MCP2908001L,Yes,5,2011
MCP22980088,Unknown,40,2009
MCP22980088,Unknown,40,1997
MCP2370002J,Yes,15,2001
DD55930023,Yes,15,2006
MCP2492000L,Yes,25,2015
MCP2055000X,Yes,40,2014
MCP2055000X,No,40,2005
MCP1170001B,Yes,25,2008
MCP1170001B,No,25,2015
MCP1170001C,No,25,2015
MCP2192001N,No,35,2015
MCP2192001N,Yes,35,2001
MCP3010000T,Yes,10,2004
MCP29290019,Yes,35,2010
MCP29290019,No,35,2006
MCP2425006L,Yes,50,2014
MCP2425006L,Yes,50,2016
MCP2999000J,Yes,25,2000
MCP2999000J,No,25,2004
MCP1580005J,No,45,2015
MCP1580005J,Yes,45,2013
MCP1502000Q,No,35,2006
MCP1502000Q,Yes,35,2009
MCP2989000C,Yes,40,2006
MCP2989000C,No,40,2003
MCP29280013,Yes,25,2008
MCP27650025,Yes,40,2014
MCP27650025,No,40,1998
MCP23940024,Yes,25,2011
MCP2999000H,Yes,55,2005
MCP2999000H,No,55,2011
MCP2868001X,Yes,30,2002
MCP2160000D,Yes,30,2004
MCP28270026,No,40,2003
MCP28270026,Yes,40,1994
MCP2446001Q,No,45,2015
MCP2446001Q,Yes,45,2009
MCP27910026,Yes,55,2000
MCP27910026,No,55,2003
MCP27910026,No,55,2006
MCP27910026,No,55,2014
DD5615001Q,No,35,2012
DD5615001Q,Yes,35,2002
MCP29460018,No,45,2011
MCP29460018,Yes,45,2010
MCP29460018,No,45,2012
MCP28570015,No,35,2012
MCP28570015,Yes,35,2009
DD56190004,Yes,25,2006
DD56190004,No,25,1995
DD5614000J,Yes,35,2014
MCP2882001Q,Yes,25,2011
MCP3010000S,No,30,2016
MCP3010000S,Yes,30,2015
MCP28310015,Yes,0,2014
MCP2894001Y,Yes,15,0
MCP2541000F,Unknown,35,2008
MCP2541000F,Unknown,35,2008
MCP91300023,No,40,2012
MCP91300023,Yes,40,2005
MCP1334003M,Yes,45,2000
MCP1334003M,No,45,2011
DD5601001M,Yes,35,2001
DD5601001M,Yes,35,2003
MCP2977001C,Yes,35,2008
MCP2977001C,No,35,2002
MCP20940068,No,40,2007
MCP20940068,Yes,40,0
MCP2937001P,No,40,2008
MCP2937001P,Yes,40,2007
DD56110018,No,40,2010
DD56110018,Yes,40,2001
DD56060037,Yes,40,1996
DD56060037,No,40,2016
DD56060037,No,40,2009
MCP2845001R,Yes,30,2008
MCP2845001R,No,30,2016
MCP2469000X,No,35,2011
MCP2469000X,Yes,35,2014
MCP1151004F,No,35,2015
MCP1151004F,Yes,30,2016
MCP2549004X,Yes,25,2001
MCP12210023,No,40,2009
MCP12210023,Yes,40,2012
MCP2046005B,Yes,35,2002
MCP94170018,Yes,35,2014
MCP94170018,No,35,2005
MCP2806000Y,Yes,30,2012
MCP2806000Y,No,30,2013
MCP3000000P,No,30,2007
MCP3000000P,Yes,30,2002
MCP2869001F,No,40,2013
MCP2869001F,Yes,40,2000
MCP2798001M,Yes,0,1998
MCP2798001M,No,0,2014
MCP23110026,No,35,2004
MCP23110026,Yes,35,2001
MCP2886001D,Yes,35,2006
MCP2886001D,No,35,2016
MCP3014000M,Yes,25,2003
MCP2861001V,Yes,25,2012
MCP2864001P,Yes,0,2006
MCP2864001P,Yes,0,2009
MCP2961000Y,Yes,5,2010
MCP2851001N,Yes,25,2013
MCP2851001N,No,25,2004
MCP2291001P,Yes,25,2009
MCP2859001Y,Yes,15,0
MCP2785001B,Yes,50,2007
MCP2785001B,No,50,2011
MCP0036003W,Yes,0,2013
MCP27650024,No,35,2015
MCP27650024,Yes,35,2000
MCP2970001L,No,40,2004
MCP2970001L,Yes,40,2015
EJ7826001B,No,30,2016
EJ7826001B,Yes,0,2004
MCP1022004J,Yes,30,1993
MCP1022004J,No,30,2003
MCP2565002R,No,35,2010
MCP2565002R,Yes,35,2009
MCP22980086,Yes,40,2006
MCP3016000P,Yes,30,2013
MCP22980086,No,40,2015
MCP2973001C,No,45,2002
MCP2973001C,Yes,45,2013
MCP1580005H,Yes,45,2016
MCP1580005H,No,45,2008
DD56180004,No,35,2003
DD56180004,Yes,35,2015
MCP2973001B,No,45,2008
MCP2973001B,Yes,45,2009
MCP9113001B,No,35,2009
MCP9113001B,Yes,35,2001
MCP1151004D,Yes,30,2015
MCP1151004D,No,30,2010
MCP2698001J,Yes,30,2009
MCP11820017,No,30,2008
MCP11820017,Yes,30,2011
MCP91130019,No,40,2014
MCP91130019,No,40,2005
MCP91130019,Yes,40,1996
MCP91300022,Yes,40,2004
MCP91300022,No,40,1999
MCP29730019,No,45,2007
MCP29730019,Yes,45,2004
MCP2252001C,Yes,50,1993
MCP2760000T,No,35,2002
MCP2760000T,Yes,35,2001
HA24160003,Yes,25,1999
MCP2798001L,No,50,2003
MCP2798001L,Yes,50,2009
MCP2564000Z,Yes,0,2015
MCP26110017,Yes,40,2013
MCP2799001G,No,35,2002
MCP2799001G,Yes,30,2001
MCP2799001G,No,35,2009
MCP2878001M,No,40,2006
MCP2878001M,Yes,40,1993
MCP2966001V,Yes,0,2014
MCP2966001V,No,0,2014
MCP27560019,No,25,2001
MCP27560019,Yes,25,2001
MCP2878001L,Yes,40,2016
MCP2878001L,No,40,2015
MCP2878001L,No,40,2015
MCP2794001B,Yes,5,1997
EJ7853001T,Yes,15,2008
MCP2782001M,No,25,2008
MCP2782001M,Yes,25,2006
MCP2689001S,Yes,50,2005
MCP2689001S,No,50,2009
MCP1305000M,No,35,2014
DD56060036,No,35,2000
DD56060036,Yes,35,2008
DD56060036,No,35,2014
MCP1305000M,Yes,35,2012
MCP2436001F,No,35,2006
MCP2436001F,No,35,2005
MCP2436001F,Yes,35,2005
DD56060035,No,10,2008
DD56060035,Yes,10,0
MCP2837000X,Yes,30,2013
MCP28670023,No,40,2014
MCP28670023,Yes,40,2012
MCP2047000J,No,25,2006
MCP2047000J,Yes,25,2015
MCP2960000Z,Yes,30,2012
MCP2698001H,No,30,1998
MCP2698001H,Yes,30,0
MCP2698001H,No,30,2000
MCP29750012,Yes,35,2003
MCP0672000B,Yes,25,2011
MCP0672000B,No,35,2007
MCP29070013,Yes,25,2011
MCP13140005,No,35,2014
DD5604001B,Yes,30,2015
MCP26780011,Yes,25,2010
MCP23560009,Yes,15,2009
MCP23560009,No,15,2014
DM8207000H,Yes,30,2008
MCP2981000H,Yes,25,2006
MCP27570013,No,25,2011
MCP27570013,Yes,25,2003
MCP2777002G,Yes,35,2015
MCP2777002G,No,35,2013
MCP2777002G,No,35,1989
MCP22370009,Yes,0,2010
MCP1235000K,Yes,25,2007
MCP1235000K,No,25,2003
MCP2339001G,No,10,2016
MCP2339001G,Yes,10,2010
MCP2339001H,No,30,1997
MCP2339001H,Yes,30,2010
DD5538001B,No,5,2009
DD5538001B,Yes,5,2008
MCP2837000W,Yes,5,2007
MCP2347000D,No,30,1997
MCP2347000D,Yes,30,2007
MCP3016000N,No,40,2002
MCP3016000N,Yes,40,2015
MCP0617000B,Yes,50,2009
MCP0617000B,No,50,2010
MCP2436001D,No,35,2007
MCP2436001D,Yes,35,2011
MCP2987000M,Yes,40,2002
MCP2987000M,No,40,2003
MCP2667002S,No,35,2011
MCP2667002S,Yes,35,2007
MCP2712000Z,Yes,30,2003
MCP29710013,Yes,30,2016
MCP29710013,No,30,2005
MCP1251000S,Yes,35,2013
MCP1251000S,No,35,2008
MCP1522000V,Yes,40,2010
MCP1522000V,No,40,2000
MCP1522000V,No,40,2012
MCP2047000H,Yes,35,1996
MCP9147000M,Yes,35,1996
MCP9147000M,No,35,2015
DM8447000X,Yes,35,1998
MCP2774001Q,Yes,30,1992
MCP28290020,Yes,35,2007
MCP28290020,No,35,2005
MCP2939000Z,Yes,35,1997
MCP2801001F,Yes,25,2007
MCP2651000P,Yes,0,2007
MCP2914002P,Yes,40,2014
MCP29780012,Unknown,40,2007
MCP2437001K,No,50,2013
MCP2437001K,Yes,50,1998
MCP23110025,No,20,2011
MCP23110025,Yes,20,2008
MCP2780001P,Yes,35,2005
MCP1563002C,Yes,0,2002
MCP29710012,Yes,55,1999
MCP29710012,No,55,2013
MCP15540019,Yes,35,2005
MCP15540019,No,35,2010
MCP2942001K,Yes,30,2016
MCP2942001K,No,30,2007
MCP29040022,No,40,2007
MCP29040022,Yes,40,2000
MCP1366004J,Yes,35,2011
MCP1366004J,No,35,2011
MCP1323000B,No,35,2001
MCP1323000B,Yes,35,2008
MCP2399000R,Yes,35,0
MCP2399000R,No,35,2015
MCP1099000R,Yes,35,2004
MCP1099000R,No,35,1993
MCP1334003L,No,40,2010
MCP1334003L,Yes,40,2016
MCP28910024,Yes,35,0
MCP28910024,No,35,2012
MCP27960036,Unknown,0,2008
MCP27960036,Unknown,0,2013
MCP27960035,No,45,2016
MCP27960035,Yes,45,2003
MCP25090015,Yes,40,2008
MCP25090015,No,40,2013
MCP2351000N,No,30,2006
MCP2351000N,Yes,35,2014
MCP12020019,No,30,2008
MCP12020019,Yes,30,2010
MCP2588001H,No,35,2001
MCP2588001H,Yes,35,2012
DD5615001P,Yes,35,1999
DD5615001P,No,35,2009
MCP2848002V,Yes,30,2013
MCP2848002V,No,30,2007
MCP1151004C,Yes,30,2008
MCP1151004C,No,30,2007
MCP25820014,Yes,35,2015
MCP3002000H,Yes,10,2006
MCP23110024,No,35,2006
MCP23110024,Yes,35,2005
MCP2503000Q,No,35,2002
MCP2503000Q,Yes,35,2011
DD55380019,No,25,2011
DD55380019,Yes,25,2012
MCP22470015,Yes,30,2015
MCP22470015,No,30,2014
MCP2963000F,No,55,2016
MCP2963000F,Yes,55,2008
MCP2964001D,Yes,30,2015
MCP23110023,Yes,55,2000
MCP27910025,Yes,40,0
MCP27910025,No,40,2013
MCP93860034,Yes,30,2001
MCP93860034,No,30,2002
MCP22600017,Yes,5,2009
MCP2823001T,Yes,35,2005
MCP2823001T,No,35,2008
MCP2504001B,No,35,2011
MCP2504001B,Yes,35,2016
MCP23110022,No,30,2004
MCP23110022,Yes,65,1998
MCP22980085,No,30,1990
MCP22980085,Yes,30,1999
EJ7833001W,No,55,2008
EJ7833001W,Yes,55,2013
MCP2995000F,No,40,2002
MCP2995000F,Yes,40,2011
MCP2717005B,No,35,2015
MCP2717005B,Yes,35,2003
MCP2780001N,Yes,15,2012
MCP2780001N,No,15,2007
DD5603002Q,Yes,40,2009
DD5603002Q,No,40,2005
MCP2719000Z,Yes,40,2011
MCP2719000Z,No,40,2010
MCP13790046,Yes,40,2007
HA22900003,No,35,2002
MCP11480017,Yes,0,2012
MCP11480017,No,0,2012
MCP0036003V,Yes,5,2008
EJ78260019,No,25,2006
EJ78260019,Yes,25,2008
MCP2370002H,Yes,30,2000
MCP2977001B,No,40,2011
MCP2977001B,Yes,40,2010
MCP20460058,No,30,2013
MCP20460058,Yes,35,2001
MCP27240012,Yes,40,2009
MCP27240012,No,40,2014
MCP1366004H,No,40,2015
MCP1366004H,Yes,40,2002
MCP20460057,No,35,2005
MCP20460057,Yes,35,2003
DM82660009,Yes,30,2011
DM82660009,No,30,2002
MCP9442000D,Yes,35,1997
MCP2959001H,Yes,25,2002
MCP2959001H,No,25,2012
MCP9442000D,No,35,2004
MCP2353002M,Yes,30,2015
MCP2353002M,No,30,2010
MCP2353002M,No,30,2007
MCP1205001Z,Yes,25,2015
MCP1205001Z,No,25,2001
MCP1417004Z,Yes,35,2001
MCP1417004Z,Yes,35,2012
MCP20940067,No,0,2007
MCP2845001Q,No,40,2006
MCP2845001Q,Yes,40,2012
MCP2959001G,Yes,40,2011
MCP2959001G,No,40,2015
MCP2353002L,Yes,35,2001
MCP2353002L,No,35,2006
MCP3012000S,Yes,15,2014
MCP28200025,Yes,45,2008
MCP28200025,No,45,2015
MCP2877002D,Yes,25,2012
MCP1580005G,No,45,2010
MCP1580005G,Yes,45,2007
MCP1417004Y,No,35,2015
MCP1417004Y,No,35,2010
MCP1417004Y,Yes,35,2005
MCP29530011,Yes,25,0
EJ77800005,No,45,2004
EJ77800005,Yes,45,0
MCP25040019,No,40,2003
MCP25040019,Yes,40,2006
MCP27020017,Yes,10,2003
MCP2370002G,No,30,2014
MCP2370002G,Yes,30,2012
MCP2812001V,No,0,2000
MCP2812001V,Yes,15,2003
MCP2812001V,No,0,2011
MCP2789002F,No,35,2012
MCP2789002F,Yes,35,2014
MCP23110021,No,30,2004
MCP23110021,Yes,30,2013
MCP2683001S,Yes,5,1995
MCP2683001S,No,5,2004
MCP2780001M,No,35,2011
MCP2780001M,Yes,35,2012
MCP22980084,Yes,30,1999
MCP00410004,Yes,55,2012
MCP00410004,No,55,2013
MCP2633000Z,No,35,2007
MCP2633000Z,Yes,35,1999
MCP28740018,No,35,2013
MCP28740018,Yes,35,2009
MCP2719000Y,Yes,25,2011
MCP2719000Y,No,25,2003
MCP0036003T,Yes,5,2005
MCP1433000J,Yes,40,2012
MCP1433000J,No,40,2015
MCP1378008Z,No,20,2013
MCP1378008Z,Yes,45,2008
MCP2848002T,No,45,2016
MCP2848002T,Yes,45,2016
MCP20940066,No,40,2009
MCP20940066,Yes,40,2002
MCP06850024,Yes,40,1999
MCP06850024,No,35,2012
MCP3010000R,Yes,40,2006
MCP3010000R,No,40,2004
MCP27240011,Yes,40,2009
MCP27240011,No,40,2003
MCP0113000Q,Yes,35,2007
MCP0113000Q,No,35,2011
MCP2003000K,No,35,2008
MCP2003000K,Yes,35,0
MCP2919001C,No,35,2014
MCP2919001C,No,35,2006
MCP2919001C,Yes,35,2008
MCP2877002C,No,25,0
MCP2877002C,Yes,25,2009
MCP11480016,No,50,2015
MCP11480016,Yes,50,2007
MCP29730018,No,45,2015
MCP29730018,Yes,45,2006
MCP29730018,No,45,2005
MCP05390024,No,25,2000
MCP05390024,Yes,25,2009
MCP2982000T,No,25,2006
MCP2982000T,Yes,25,2002
MCP1099000Q,No,25,2006
MCP1099000Q,Yes,25,1997
MCP1580005F,No,40,2012
MCP1580005F,Yes,40,2001
MCP2637000X,No,35,2015
MCP9437000G,No,30,2012
EJ78360002,No,35,2001
EJ78360002,Yes,35,1996
EJ78360002,No,25,2004
MCP2871002Z,No,0,2012
MCP2871002Z,Yes,10,2013
MCP2598000P,Yes,35,2008
MCP2598000P,No,35,2007
MCP2961000X,Yes,45,2008
MCP2961000X,No,45,2014
MCP2515000K,No,30,2015
MCP2515000K,Yes,30,2004
MCP20940065,Yes,45,2002
MCP20940065,No,45,2012
MCP2789002D,No,35,2010
MCP2789002D,Yes,35,2002
MCP2198001P,No,25,2012
MCP2198001P,Yes,25,2005
MCP1397000H,No,25,2002
MCP1397000H,Yes,25,1998
MCP2607001G,Yes,30,2001
MCP2607001G,No,30,2013
MCP1119002B,No,45,2010
MCP1119002B,Yes,45,2002
MCP2508000D,No,35,2013
MCP2508000D,Yes,35,2006
MCP1334003K,Yes,35,2007
MCP1334003K,No,35,2014
MCP2846001Q,Yes,40,2003
MCP2846001Q,No,40,2012
MCP2846001Q,No,40,2005
MCP29290018,Yes,30,2014
MCP0619000V,Yes,0,2012
MCP1563002B,Yes,25,2011
MCP22780018,No,35,2002
MCP22780018,Yes,35,2010
MCP22780018,No,35,2010
MCP22780018,No,35,2009
EJ78260018,Yes,35,2009
EJ78260018,No,35,2008
MCP20460056,Yes,45,2006
MCP20460056,No,45,2007
MCP91130018,No,40,2003
MCP1575003X,No,45,2015
MCP3012000R,No,45,2012
MCP1575003X,No,45,2012
MCP3012000R,No,45,2014
MCP1575003X,Yes,45,2006
MCP3012000R,No,45,2012
MCP3012000R,Yes,45,1998
MCP15640017,Yes,30,2014
MCP26750011,No,30,2014
MCP2783000S,Yes,25,2016
MCP2930000V,Yes,30,2012
DD5522002M,Yes,25,1999
DD5522002M,No,25,2006
MCP26110016,Yes,30,2002
MCP26110016,No,30,2012
MCP2286000Z,Yes,35,1993
MCP2286000Z,No,35,2005
MCP2878001K,Yes,30,2016
MCP27650023,Yes,35,2012
MCP27650023,No,35,2014
MCP1194001T,No,45,2011
MCP1194001T,Yes,45,2009
MCP27650022,No,35,1996
MCP27650022,Yes,40,2015
MCP2687001J,No,30,2008
MCP2687001J,Yes,30,2014
MCP1580005D,Yes,30,2008
MCP1580005D,No,30,2014
MCP2162001H,Yes,30,2012
MCP2162001H,No,30,2001
MCP0487000S,Yes,25,2007
MCP1366004G,No,30,2012
MCP1366004G,Yes,30,2013
MCP1022004H,No,30,2009
MCP1022004H,Yes,30,2008
MCP27170059,Yes,25,2012
MCP2682000K,No,40,2013
MCP2682000K,Yes,40,1995
MCP21160041,No,40,2000
MCP21160041,Yes,40,2015
MCP2969001X,Yes,40,2005
MCP2969001X,No,40,2012
MCP2969001X,No,40,2014
MCP2969001X,No,40,2006
MCP2347000C,No,40,2005
MCP2347000C,Yes,40,2013
DD56190003,Yes,25,2008
DD56190003,No,25,2004
MCP20460055,Yes,25,2001
MCP2059002L,No,35,2012
MCP2059002L,Yes,35,2009
MCP2059002L,No,35,2005
MCP2134000N,Yes,5,2008
MCP2923001P,No,25,1999
MCP2923001P,Yes,25,2016
MCP2059002K,Yes,25,2010
MCP3006000S,Yes,35,2007
MCP9301000V,Yes,35,2015
MCP9301000V,Yes,35,2007
MCP2774001P,Yes,35,2005
MCP1235000J,Yes,40,2015
MCP1235000J,No,40,2015
MCP2766002L,No,25,2005
MCP2766002L,Yes,25,2003
MCP2693001F,Yes,15,2006
MCP2693001F,No,15,2015
MCP2824001V,No,35,2005
MCP2824001V,Yes,35,2014
MCP2565002Q,No,35,2014
MCP2565002Q,Yes,35,2010
MCP1233000Z,Yes,25,2001
MCP2914002N,Yes,25,2010
EJ7855000X,Yes,50,2015
EJ7855000X,No,50,2013
DM8423000T,No,25,2013
DM8423000T,Yes,25,2011
MCP2818001N,Yes,5,2009
MCP27080012,Yes,30,2007
DM8378000J,Yes,25,2002
DM8378000J,No,25,2007
MCP2927000T,Yes,35,2008
MCP2927000T,No,35,2015
DM8378000H,Yes,30,2009
DM8378000H,No,30,2012
MCP2177000Z,Yes,35,2014
MCP2177000Z,No,35,2015
MCP2935000S,Yes,25,2015
MCP2801001D,Yes,40,2000
MCP2816001B,Yes,50,2005
MCP2974000X,Yes,25,2014
MCP2821000S,Yes,50,2006
MCP2821000S,No,50,2016
MCP26880020,Yes,40,2007
MCP26880020,No,40,2013
MCP2052000V,Yes,30,2007
MCP2503000P,Yes,30,2009
MCP23110020,Yes,35,2008
MCP23110020,No,35,2002
MCP1094000C,Yes,35,0
MCP1094000C,No,35,2010
MCP27560018,Yes,40,2006
MCP27560018,No,40,2012
MCP25820013,Yes,25,2009
MCP2586001Q,No,50,2008
MCP2311001Z,No,25,2009
MCP2311001Z,Yes,25,2014
MCP2966001T,Yes,25,2005
MCP1389000M,Yes,35,2013
MCP1389000M,Yes,35,2010
MCP2875001S,No,45,2012
MCP2875001S,No,45,2010
MCP2875001S,Yes,45,2014
MCP28310014,Yes,30,2016
MCP28310014,No,30,2014
MCP3000000N,Yes,30,2002
MCP2864001N,Yes,50,2011
MCP2840000N,Yes,25,2006
MCP2840000N,No,25,2013
DM8423000S,No,25,2013
DM8423000S,Yes,25,2016
MCP2588001G,No,25,2005
MCP2588001G,Yes,25,2015
MCP2682000J,Yes,25,2003
MCP2682000J,No,25,2007
MCP2881001D,Yes,25,2006
MCP2923001N,Yes,35,2012
MCP2923001N,No,35,2012
MCP2940000J,No,40,2013
MCP2940000J,Yes,40,2002
DD5538001C,Yes,10,2015
MCP2987000L,Yes,0,2012
MCP2837000V,Yes,35,1997
MCP2837000V,No,35,2016
MCP29160019,No,35,2012
MCP29160019,Yes,35,1994
MCP3016000M,Yes,55,2000
MCP2801001C,Yes,5,2015
MCP30170003,Yes,30,2004
MCP2688001Z,Yes,10,2012
MCP27910024,Yes,45,2014
MCP27910024,No,45,2008
MCP2311001Y,No,30,2004
MCP2311001Y,Yes,30,2006
MCP2798001P,No,35,2006
MCP2798001P,Yes,35,1999
MCP2464000K,No,45,2015
MCP2464000K,Yes,45,2011
MCP2683001R,Yes,40,2004
MCP2683001R,No,40,2010
MCP2683001R,No,40,2006
DD55020027,Yes,25,2010
DD55020027,Yes,25,2016
MCP2464000J,No,35,2014
MCP22980083,Yes,55,2009
MCP2110000T,No,40,2013
MCP2110000T,Yes,40,0
MCP2871002Y,No,35,2013
MCP2871002Y,No,35,2005
MCP2871002Y,Yes,35,2015
MCP2871002Y,No,35,2011
MCP1580005C,No,55,1992
MCP1580005C,Yes,55,2005
MCP1366004F,No,35,2003
MCP1366004F,Yes,35,2005
MCP20940064,Yes,25,2002
MCP29730017,No,45,2010
MCP2722001K,Yes,10,2016
MCP2425006K,Yes,25,2011
MCP22980082,No,40,2014
MCP22980082,Yes,40,2012
MCP2134000M,Yes,35,2014
MCP2134000M,No,35,2005
MCP2987000K,No,30,2014
MCP2987000K,Yes,30,2010
DD5610001M,No,35,2006
